ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date
5761,Software license expired,Software Issue,High,4.55,Security Team,In Progress,2026-06-15
5762,Cloud storage access denied,Cloud Issue,Critical,10.91,Cloud Team,Open,2026-06-09
5763,Software license expired,Software Issue,Critical,10.49,Database Team,In Progress,2025-07-29
5764,Azure VM not responding,Cloud Issue,Low,9.66,Cloud Team,Open,2025-08-06
5765,VPN connection failed remotely,VPN Access,High,5.2,Network Team,Open,2025-10-31
5766,VPN disconnecting repeatedly,VPN Access,Critical,11.71,IT Support,Resolved,2025-06-27
5767,VPN disconnecting repeatedly,VPN Access,Critical,5.89,IT Support,Closed,2026-03-27
5768,Dashboard not loading correctly,Application Bug,Medium,11.73,Security Team,In Progress,2025-10-25
5769,Keyboard not working properly,Hardware Issue,Low,5.62,IT Support,Open,2026-01-20
5770,Forgot system password,Password Reset,Low,1.56,Security Team,Closed,2025-10-13
5771,Cloud storage access denied,Cloud Issue,Medium,2.43,Database Team,Closed,2026-02-07
5772,AWS server instance down,Cloud Issue,Critical,4.08,IT Support,Open,2026-02-07
5773,API returning unexpected error,Application Bug,High,10.17,Database Team,In Progress,2026-03-03
5774,Unauthorized access attempt,Security Incident,High,8.13,Application Team,Open,2025-10-12
5775,Suspicious login detected,Security Incident,Medium,1.12,Database Team,Open,2026-03-07
5776,Internet speed extremely slow,Network Issue,Critical,7.9,Application Team,Open,2026-03-23
5777,Unable to connect to company VPN,VPN Access,Medium,9.15,Security Team,In Progress,2026-01-01
5778,Email attachments not opening,Email Issue,Critical,2.6,Database Team,Open,2025-06-21
5779,API returning unexpected error,Application Bug,Low,6.47,Application Team,Open,2026-02-14
5780,Laptop not turning on,Hardware Issue,Medium,2.29,Security Team,Resolved,2025-10-13
5781,WiFi disconnecting frequently,Network Issue,Low,2.36,Security Team,Resolved,2026-05-28
5782,Database query execution failed,Database Issue,Critical,5.09,Cloud Team,In Progress,2025-12-03
5783,Forgot system password,Password Reset,Critical,7.51,Security Team,Closed,2025-08-27
5784,Suspicious login detected,Security Incident,Medium,10.78,Database Team,In Progress,2026-04-07
5785,Unable to install software update,Software Issue,Medium,10.82,IT Support,Open,2025-06-27
5786,Monitor display flickering,Hardware Issue,High,4.15,Application Team,Resolved,2026-03-13
5787,VPN disconnecting repeatedly,VPN Access,Low,6.4,Application Team,Resolved,2026-01-14
5788,SQL server connection timeout,Database Issue,Low,10.06,Application Team,Closed,2025-10-19
5789,Database query execution failed,Database Issue,Critical,3.12,Database Team,Resolved,2025-12-16
5790,VPN connection failed remotely,VPN Access,Critical,2.46,Security Team,Resolved,2026-01-09
5791,Password reset link not working,Password Reset,High,8.49,Cloud Team,In Progress,2025-10-04
5792,Monitor display flickering,Hardware Issue,Low,2.31,IT Support,In Progress,2026-05-10
5793,Unable to connect to company VPN,VPN Access,Medium,1.96,Security Team,Resolved,2026-05-12
5794,Outlook not syncing emails,Email Issue,Low,7.97,Network Team,Closed,2025-11-15
5795,Unable to login after password reset,Password Reset,Medium,6.81,Security Team,Closed,2026-05-01
5796,Dashboard not loading correctly,Application Bug,High,10.15,Security Team,Resolved,2026-01-28
5797,Laptop not turning on,Hardware Issue,Critical,8.94,Database Team,Closed,2026-03-08
5798,Email attachments not opening,Email Issue,Critical,11.76,Security Team,In Progress,2026-05-12
5799,Keyboard not working properly,Hardware Issue,Low,1.41,IT Support,Resolved,2026-03-08
5800,Unauthorized access attempt,Security Incident,Low,7.72,Cloud Team,Closed,2025-10-25
5801,WiFi disconnecting frequently,Network Issue,Low,11.68,IT Support,Open,2026-04-14
5802,Form submission failed,Application Bug,Medium,6.81,Security Team,Open,2026-01-09
5803,Unable to connect to company VPN,VPN Access,Medium,10.55,Cloud Team,Open,2026-06-14
5804,Unable to login after password reset,Password Reset,Medium,6.96,Network Team,Closed,2025-08-26
5805,Unable to connect to database,Database Issue,Critical,1.12,IT Support,Resolved,2026-02-15
5806,AWS server instance down,Cloud Issue,Low,7.22,Database Team,Open,2025-09-28
5807,Unable to login after password reset,Password Reset,Critical,7.12,Network Team,Open,2026-03-08
5808,Unable to send company email,Email Issue,Critical,3.72,Database Team,Closed,2025-10-11
5809,Outlook not syncing emails,Email Issue,High,5.36,Database Team,Resolved,2025-07-11
5810,Unable to send company email,Email Issue,High,8.78,IT Support,In Progress,2026-01-03
5811,Keyboard not working properly,Hardware Issue,Low,10.59,Network Team,Resolved,2025-09-05
5812,Unable to connect to company VPN,VPN Access,High,9.69,Application Team,Open,2025-10-01
5813,Dashboard not loading correctly,Application Bug,Medium,1.19,Network Team,In Progress,2025-09-13
5814,Password reset link not working,Password Reset,Critical,7.74,Security Team,Resolved,2026-06-14
5815,Software license expired,Software Issue,Low,2.44,IT Support,Closed,2025-07-20
5816,Azure VM not responding,Cloud Issue,Critical,11.09,Cloud Team,In Progress,2026-03-21
5817,Unable to send company email,Email Issue,High,2.23,Security Team,Closed,2025-10-13
5818,Unable to access internal network,Network Issue,Low,3.03,Network Team,Closed,2025-07-02
5819,Unable to install software update,Software Issue,Critical,2.04,IT Support,Closed,2026-05-29
5820,Monitor display flickering,Hardware Issue,Critical,6.48,Application Team,Open,2025-08-03
5821,SQL server connection timeout,Database Issue,Critical,8.68,Database Team,Resolved,2025-11-25
5822,Application crashing frequently,Software Issue,Low,10.79,Network Team,Open,2026-04-05
5823,Forgot system password,Password Reset,Critical,7.73,Application Team,Closed,2025-06-21
5824,SQL server connection timeout,Database Issue,Low,6.75,IT Support,Closed,2026-01-16
5825,Software license expired,Software Issue,High,4.93,Network Team,Resolved,2025-08-18
5826,AWS server instance down,Cloud Issue,Medium,7.15,Security Team,Resolved,2025-12-12
5827,Laptop not turning on,Hardware Issue,Critical,6.18,Application Team,Open,2025-09-16
5828,Outlook not syncing emails,Email Issue,Medium,5.53,Network Team,Resolved,2025-06-27
5829,Internet speed extremely slow,Network Issue,Low,6.92,Application Team,In Progress,2026-01-19
5830,Cloud storage access denied,Cloud Issue,Critical,7.08,IT Support,Resolved,2025-07-10
5831,Cloud storage access denied,Cloud Issue,Medium,8.64,IT Support,Open,2025-11-23
5832,Monitor display flickering,Hardware Issue,Low,3.96,Network Team,Closed,2025-09-16
5833,WiFi disconnecting frequently,Network Issue,Critical,2.29,Cloud Team,Resolved,2025-08-06
5834,Unable to login after password reset,Password Reset,Medium,2.9,Security Team,Resolved,2025-12-23
5835,Password reset link not working,Password Reset,Critical,11.94,Network Team,Open,2025-08-09
5836,VPN connection failed remotely,VPN Access,Medium,1.55,Cloud Team,Open,2026-04-06
5837,Unauthorized access attempt,Security Incident,Low,1.66,Network Team,Resolved,2025-11-02
5838,Unable to connect to company VPN,VPN Access,Medium,11.52,Application Team,Resolved,2026-02-23
5839,Dashboard not loading correctly,Application Bug,Critical,7.44,Cloud Team,Resolved,2026-03-10
5840,Dashboard not loading correctly,Application Bug,Low,2.23,IT Support,Closed,2025-07-16
5841,WiFi disconnecting frequently,Network Issue,Medium,10.79,Network Team,Open,2026-05-20
5842,Unable to access internal network,Network Issue,High,1.91,Network Team,Closed,2025-09-28
5843,API returning unexpected error,Application Bug,High,2.9,Database Team,Closed,2026-01-08
5844,VPN disconnecting repeatedly,VPN Access,High,9.77,Network Team,Open,2025-12-20
5845,Database query execution failed,Database Issue,High,10.08,Cloud Team,In Progress,2026-05-15
5846,API returning unexpected error,Application Bug,Low,9.47,Database Team,Closed,2025-08-19
5847,Laptop not turning on,Hardware Issue,Critical,1.25,Application Team,Open,2025-09-02
5848,Software license expired,Software Issue,Medium,8.1,Application Team,In Progress,2026-01-27
5849,Form submission failed,Application Bug,Low,2.22,Security Team,Open,2025-09-30
5850,Form submission failed,Application Bug,Critical,2.22,IT Support,Resolved,2025-08-17
5851,API returning unexpected error,Application Bug,Low,4.44,Cloud Team,Resolved,2026-05-27
5852,WiFi disconnecting frequently,Network Issue,Critical,3.62,Network Team,Closed,2026-01-25
5853,Azure VM not responding,Cloud Issue,Critical,9.61,Application Team,In Progress,2026-03-12
5854,API returning unexpected error,Application Bug,Low,8.16,Network Team,In Progress,2026-05-05
5855,Laptop not turning on,Hardware Issue,Medium,9.54,Database Team,Open,2026-02-16
5856,Unable to install software update,Software Issue,High,8.27,Network Team,Resolved,2026-05-23
5857,Outlook not syncing emails,Email Issue,Low,4.43,Security Team,Closed,2025-12-07
5858,Outlook not syncing emails,Email Issue,Critical,6.66,Network Team,In Progress,2025-11-27
5859,Cloud storage access denied,Cloud Issue,Medium,8.36,Security Team,Closed,2025-07-18
5860,Unable to install software update,Software Issue,Medium,9.86,Database Team,Closed,2025-11-28
5861,VPN disconnecting repeatedly,VPN Access,Low,5.99,Cloud Team,Resolved,2025-11-24
5862,Unable to connect to company VPN,VPN Access,High,11.36,Security Team,Closed,2025-07-07
5863,Outlook not syncing emails,Email Issue,High,7.89,IT Support,In Progress,2025-10-28
5864,Unable to send company email,Email Issue,Low,11.54,Database Team,Resolved,2025-12-08
5865,Software license expired,Software Issue,High,3.55,Security Team,Closed,2025-11-12
5866,Unable to connect to database,Database Issue,Critical,6.64,Cloud Team,Resolved,2025-08-04
5867,Forgot system password,Password Reset,Critical,2.81,Database Team,Open,2025-09-12
5868,AWS server instance down,Cloud Issue,Critical,11.83,IT Support,Open,2025-10-04
5869,Email attachments not opening,Email Issue,Low,6.73,IT Support,Closed,2025-08-16
5870,Unable to install software update,Software Issue,Critical,7.26,Cloud Team,Closed,2025-12-15
5871,Unauthorized access attempt,Security Incident,High,4.01,IT Support,In Progress,2025-10-01
5872,Database query execution failed,Database Issue,Critical,11.56,Network Team,Resolved,2026-01-04
5873,Unable to install software update,Software Issue,Low,5.13,Application Team,Closed,2026-03-30
5874,Form submission failed,Application Bug,Medium,1.09,Database Team,In Progress,2026-02-23
5875,Password reset link not working,Password Reset,High,10.07,Database Team,Resolved,2025-07-29
5876,Unable to install software update,Software Issue,Medium,4.33,Cloud Team,In Progress,2026-03-26
5877,Software license expired,Software Issue,Critical,11.02,Network Team,Closed,2026-04-12
5878,Laptop not turning on,Hardware Issue,Low,4.88,IT Support,Open,2026-03-28
5879,Unauthorized access attempt,Security Incident,High,9.93,IT Support,In Progress,2026-01-16
5880,Application crashing frequently,Software Issue,Low,8.29,Application Team,Closed,2025-06-28
5881,API returning unexpected error,Application Bug,High,11.64,Security Team,Resolved,2025-12-22
5882,Cloud storage access denied,Cloud Issue,Critical,10.59,Cloud Team,Open,2025-09-04
5883,Unable to connect to database,Database Issue,Critical,7.03,IT Support,In Progress,2025-10-24
5884,Azure VM not responding,Cloud Issue,Critical,5.48,Cloud Team,Closed,2026-04-21
5885,Internet speed extremely slow,Network Issue,High,6.39,Application Team,In Progress,2026-05-12
5886,Form submission failed,Application Bug,Critical,5.4,Application Team,Open,2025-07-14
5887,Form submission failed,Application Bug,Low,4.33,Cloud Team,Resolved,2025-10-28
5888,VPN connection failed remotely,VPN Access,Critical,8.41,Security Team,Resolved,2025-12-29
5889,Unable to install software update,Software Issue,Low,8.32,Application Team,Closed,2025-12-24
5890,Laptop not turning on,Hardware Issue,High,7.5,Security Team,In Progress,2026-03-23
5891,Unable to send company email,Email Issue,Critical,10.21,Security Team,Open,2026-02-05
5892,Software license expired,Software Issue,Low,8.88,IT Support,Closed,2025-11-08
5893,Email attachments not opening,Email Issue,Low,8.89,Cloud Team,In Progress,2025-08-16
5894,Unable to login after password reset,Password Reset,High,8.25,Database Team,Resolved,2025-07-18
5895,Unable to connect to company VPN,VPN Access,Medium,2.98,Application Team,Closed,2025-08-03
5896,Keyboard not working properly,Hardware Issue,Critical,4.67,Network Team,In Progress,2025-07-09
5897,Software license expired,Software Issue,Low,4.66,Network Team,Closed,2025-11-11
5898,Unable to connect to company VPN,VPN Access,High,10.86,Database Team,Closed,2026-04-26
5899,Internet speed extremely slow,Network Issue,Low,10.15,Application Team,Resolved,2026-03-21
5900,Malware alert triggered,Security Incident,Low,6.22,Database Team,Resolved,2025-10-21
5901,Password reset link not working,Password Reset,Medium,8.54,IT Support,Closed,2026-01-07
5902,Forgot system password,Password Reset,Low,2.67,IT Support,Resolved,2025-12-22
5903,AWS server instance down,Cloud Issue,Critical,8.35,Application Team,Resolved,2026-01-29
5904,Internet speed extremely slow,Network Issue,Medium,4.27,Network Team,Closed,2025-12-09
5905,Unable to install software update,Software Issue,Medium,1.44,Database Team,Resolved,2026-03-06
5906,Outlook not syncing emails,Email Issue,Critical,1.88,Database Team,Open,2025-08-12
5907,Database query execution failed,Database Issue,Medium,6.99,Application Team,Resolved,2025-12-26
5908,VPN connection failed remotely,VPN Access,Medium,7.87,Cloud Team,Closed,2025-07-19
5909,Cloud storage access denied,Cloud Issue,High,5.87,Cloud Team,Open,2025-11-11
5910,WiFi disconnecting frequently,Network Issue,Critical,5.69,Application Team,Open,2025-12-14
5911,Unable to send company email,Email Issue,Critical,7.24,Cloud Team,Closed,2025-07-28
5912,Unable to connect to database,Database Issue,High,2.06,IT Support,Open,2026-05-07
5913,API returning unexpected error,Application Bug,Critical,11.57,Network Team,Closed,2025-09-11
5914,Email attachments not opening,Email Issue,Critical,10.87,Application Team,Open,2025-11-18
5915,Keyboard not working properly,Hardware Issue,Low,5.61,Cloud Team,Resolved,2025-08-29
5916,Unable to install software update,Software Issue,Medium,3.41,Cloud Team,Open,2026-01-25
5917,Unable to connect to database,Database Issue,Critical,3.08,Cloud Team,Resolved,2025-08-23
5918,Password reset link not working,Password Reset,Low,11.84,Cloud Team,Open,2026-02-17
5919,API returning unexpected error,Application Bug,Medium,9.72,Security Team,In Progress,2025-07-27
5920,Application crashing frequently,Software Issue,High,4.36,Application Team,Open,2025-07-04
5921,VPN disconnecting repeatedly,VPN Access,Low,9.17,Cloud Team,Closed,2026-03-15
5922,Unable to connect to company VPN,VPN Access,Medium,4.12,IT Support,Closed,2026-05-19
5923,Form submission failed,Application Bug,Medium,6.2,IT Support,Closed,2025-08-02
